forum,url,country,language,primary_topic,topics,forum_type,status,domain_rating,domain_rating_provider,last_verified_at,registration_access,registration_cost,thread_creation,reply_posting,profile_website_available,profile_backlink_type,profile_link_target_type,profile_indexability,post_body_backlink_type,post_body_link_target_type,thread_indexability,signature_backlink_type,evidence_checked_at
"Sonar Community - Build better software, faster",https://community.sonarsource.com/,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE; ARCHITECTURE_DESIGN,OTHER,ACTIVE,84,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_OBSERVED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
soul-eater-madness.rpg-board.net,https://soul-eater-madness.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS,HOBBY_COMMUNITY,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
soul-eater-papermoon.rpg-board.net,https://soul-eater-papermoon.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS,HOBBY_COMMUNITY,DORMANT,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
soul-hazard.rpg-board.net,https://soul-hazard.rpg-board.net/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; GAMING_ESPORTS,INDEPENDENT,DORMANT,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
soul-revival.rpg-board.net,https://soul-revival.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
soulabyss.rpg-board.net,https://soulabyss.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
soulawakening.rpg-board.net,https://soulawakening.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS; LEGAL; NEWS_POLITICS_SOCIETY,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
souldisruption.rpg-board.net,https://souldisruption.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS; NEWS_POLITICS_SOCIETY,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
souleaterprivate.rpg-board.net,https://souleaterprivate.rpg-board.net/,,,EDUCATION_STUDENTS,EDUCATION_STUDENTS; GAMING_ESPORTS,HOBBY_COMMUNITY,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
souleaterroleplaying.rpg-board.net,https://souleaterroleplaying.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,UNKNOWN,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
souleaterx.rpg-board.net,https://souleaterx.rpg-board.net/,,en,EDUCATION_STUDENTS,EDUCATION_STUDENTS; GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
souloftheshinobi.rpg-board.net,https://souloftheshinobi.rpg-board.net/forum,,,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
soulreaper-ninja.rpg-board.net,https://soulreaper-ninja.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
soulreaperonline.rpg-board.net,https://soulreaperonline.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS; NEWS_POLITICS_SOCIETY,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
soulreaperz.rpg-board.net,https://soulreaperz.rpg-board.net/,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; TECHNOLOGY_SOFTWARE; GAMING_ESPORTS; SPORTS_FITNESS; MUSIC_ENTERTAINMENT_CULTURE,HOBBY_COMMUNITY,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
soulwarz.rpg-board.net,https://soulwarz.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Sound Design Stack Exchange,https://sound.stackexchange.com/,,en,ENGINEERING,ENGINEERING,Q_AND_A,UNKNOWN,91,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
southwalestrailrider.forumotion.net,https://southwalestrailrider.forumotion.net/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,INDEPENDENT,ACTIVE,60,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
"Sovol3d forum - Sovol Official Forum to talk about Sovol 3D Printers, FDM Parts, LCD Parts, 3D Printing, Firmware, etc.",https://forum.sovol3d.com/,,,NEWS_POLITICS_SOCIETY,NEWS_POLITICS_SOCIETY,OTHER,ACTIVE,51,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Space Exploration Stack Exchange,https://space.stackexchange.com/,,en,ENGINEERING,ENGINEERING; NEWS_POLITICS_SOCIETY,Q_AND_A,UNKNOWN,91,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Spanish Language Stack Exchange,https://spanish.stackexchange.com/,,en,EDUCATION_STUDENTS,EDUCATION_STUDENTS,Q_AND_A,UNKNOWN,91,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
SparkFun Community - Where Electronics Enthusiasts Find Answers,https://community.sparkfun.com/,,en,CONSUMER_DEALS_REVIEWS,CONSUMER_DEALS_REVIEWS,HOBBY_COMMUNITY,ACTIVE,83,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
"SparkPNT Community - SparkPNT Positioning, Navigation, and Timing Community Discussions",https://community.sparkpnt.com/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,ACTIVE,31,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Speed Life Network,https://forums.speedlife.net/,,,ECOMMERCE_MARKETPLACES,ECOMMERCE_MARKETPLACES; AUTOMOTIVE,OTHER,ACTIVE,4,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Spiceworks Community - Connecting technology professionals since 2008,https://community.spiceworks.com/,,en,CYBERSECURITY_IT,CYBERSECURITY_IT; TELECOM_VOIP; TECHNOLOGY_SOFTWARE; CAREERS_HR_RECRUITMENT,OTHER,ACTIVE,87,Ahrefs,2026-08-26,OPEN,UNKNOWN,UNKNOWN,AVAILABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
Spokes Dunedin - Speaking out for cycling,https://spokes.nz/,,en,SPORTS_FITNESS,SPORTS_FITNESS,OTHER,ACTIVE,2,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Sports Stack Exchange,https://sports.stackexchange.com/,,en,SPORTS_FITNESS,SPORTS_FITNESS; NEWS_POLITICS_SOCIETY,Q_AND_A,UNKNOWN,91,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
sportszone.forumotion.net,https://sportszone.forumotion.net/,,,SPORTS_FITNESS,SPORTS_FITNESS; NEWS_POLITICS_SOCIETY,HOBBY_COMMUNITY,UNKNOWN,60,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Springshare Lounge,https://lounge.springshare.com/,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,ACTIVE,59,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ROBOTS_BLOCKED,UNKNOWN,2026-08-27
"Spritely Institute - Open and Secure Decentralized Identity, Community, and Applications",https://community.spritely.institute/,,en,ARCHITECTURE_DESIGN,ARCHITECTURE_DESIGN; NEWS_POLITICS_SOCIETY,OTHER,ACTIVE,60,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,OBSERVED,UGC,DIRECT_EXTERNAL,INDEXABLE,FOLLOW,DIRECT_EXTERNAL,INDEXABLE,UNKNOWN,2026-08-27
Square Developer Forums - Forums for asking about Square APIs and SDKs,https://developer.squareup.com/forums,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT,OTHER,ACTIVE,93,Ahrefs,2026-08-26,OPEN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,FOLLOW,DIRECT_EXTERNAL,INDEXABLE,UNKNOWN,2026-08-27
sst-underground.rpg-board.net,https://sst-underground.rpg-board.net/forum,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; HEALTH_MEDICINE; GAMING_ESPORTS; MUSIC_ENTERTAINMENT_CULTURE; FOOD_COOKING,INDEPENDENT,DORMANT,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Stack Apps,https://stackapps.com/,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT,Q_AND_A,UNKNOWN,59,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Stack Overflow &#x43D;&#x430; &#x440;&#x443;&#x441;&#x441;&#x43A;&#x43E;&#x43C;,https://ru.stackoverflow.com/,,,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT,Q_AND_A,UNKNOWN,92,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Stack Overflow em Portugu&#xEA;s,https://pt.stackoverflow.com/,,pt,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT,Q_AND_A,UNKNOWN,92,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Stack Overflow en espa&#xF1;ol,https://es.stackoverflow.com/,,en; es,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT,Q_AND_A,UNKNOWN,92,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Stack Overflow for Agents Meta,https://agents.meta.stackoverflow.com/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,Q_AND_A,ACTIVE,92,Ahrefs,2026-08-27,UNKNOWN,UNKNOWN,AVAILABLE,RESTRICTED,NOT_OBSERVED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
staffy-bull-terrier.niceboard.com,https://staffy-bull-terrier.niceboard.com/,,en,ANIMALS_PETS,ANIMALS_PETS; PARENTING_FAMILY; NEWS_POLITICS_SOCIETY,INDEPENDENT,ACTIVE,50,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
stainednight.rpg-board.net,https://stainednight.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS; CREATIVE_DESIGN,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
stainlesssteel.rpg-board.net,https://stainlesssteel.rpg-board.net/,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Stalker Team,https://stalkerteam.pl/,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,ACTIVE,3,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
standyourground.rpg-board.net,https://standyourground.rpg-board.net/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; PROGRAMMING_DEVELOPMENT; GAMING_ESPORTS; CONSUMER_DEALS_REVIEWS,INDEPENDENT,DORMANT,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Stardog Community,https://community.stardog.com/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,ACTIVE,66,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_OBSERVED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,FOLLOW,DIRECT_EXTERNAL,LOGIN_REQUIRED,UNKNOWN,2026-08-27
stargatecommand.rpg-board.net,https://stargatecommand.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
starguardians.rpg-board.net,https://starguardians.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,UNKNOWN,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
starlight-wishes.rpg-board.net,https://starlight-wishes.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS; MUSIC_ENTERTAINMENT_CULTURE,HOBBY_COMMUNITY,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
starwarscalamity.rpg-board.net,https://starwarscalamity.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
starwarssu.rpg-board.net,https://starwarssu.rpg-board.net/,,,CAREERS_HR_RECRUITMENT,CAREERS_HR_RECRUITMENT; GAMING_ESPORTS; NEWS_POLITICS_SOCIETY,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Steinberg Forums,https://forums.steinberg.net/,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; TECHNOLOGY_SOFTWARE,OTHER,ACTIVE,80,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_OBSERVED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
Stellar Stack Exchange,https://stellar.stackexchange.com/,,en,PROGRAMMING_DEVELOPMENT,PROGRAMMING_DEVELOPMENT; CYBERSECURITY_IT,Q_AND_A,UNKNOWN,91,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
StepSmash Community,https://community.stepsmash.com/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,ACTIVE,12,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
"Stessa Community - Investors who ask, learn, and succeed together",https://community.stessa.com/,,en,NEWS_POLITICS_SOCIETY,NEWS_POLITICS_SOCIETY,Q_AND_A,ACTIVE,72,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,NOT_OBSERVED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,UNKNOWN,LOGIN_REQUIRED,UNKNOWN,2026-08-27
stlanimeclub.forummotion.com,https://stlanimeclub.forummotion.com/,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,INDEPENDENT,ACTIVE,45,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
"Straight Dope Message Board - Your direct line to thousands of the smartest, hippest people on the planet, plus a few total dipsticks.",https://boards.straightdope.com/,,en,ECOMMERCE_MARKETPLACES,ECOMMERCE_MARKETPLACES; NEWS_POLITICS_SOCIETY,OTHER,ACTIVE,77,Ahrefs,2026-08-26,OPEN,UNKNOWN,UNKNOWN,AVAILABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UGC,DIRECT_EXTERNAL,INDEXABLE,UNKNOWN,2026-08-27
strawhats.rpg-board.net,https://strawhats.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS; NEWS_POLITICS_SOCIETY,HOBBY_COMMUNITY,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
straydogsrp.rpg-board.net,https://straydogsrp.rpg-board.net/,,en,TRAVEL_EXPAT_IMMIGRATION,TRAVEL_EXPAT_IMMIGRATION; GAMING_ESPORTS; ANIMALS_PETS,HOBBY_COMMUNITY,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
strongbadiathefree.rpg-board.net,https://strongbadiathefree.rpg-board.net/,,,GAMING_ESPORTS,GAMING_ESPORTS; NEWS_POLITICS_SOCIETY,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
strophe-horizon.rpg-board.net,https://strophe-horizon.rpg-board.net/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; GAMING_ESPORTS; CREATIVE_DESIGN; NEWS_POLITICS_SOCIETY,HOBBY_COMMUNITY,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
strq.rpg-board.net,https://strq.rpg-board.net/,,en,GAMING_ESPORTS,GAMING_ESPORTS,INDEPENDENT,ACTIVE,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Studmed.dk - forum for lægestuderende,https://studmed.dk/,,,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,ACTIVE,10,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Substrate and Polkadot Stack Exchange,https://substrate.stackexchange.com/,,en,CRYPTO_WEB3,CRYPTO_WEB3,Q_AND_A,UNKNOWN,91,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Summer Community,https://forum.summer.fi/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC,OTHER,ACTIVE,60,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,NOT_OBSERVED,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,UNKNOWN,INDEXABLE,UNKNOWN,2026-08-27
sunnypilot Community - sunnypilot Community,https://community.sunnypilot.ai/,,en,AUTOMOTIVE,AUTOMOTIVE,Q_AND_A,ACTIVE,38,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Super User,https://superuser.com/,,en,TECHNOLOGY_SOFTWARE,TECHNOLOGY_SOFTWARE,Q_AND_A,UNKNOWN,84,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
Superhuman Community,https://connect.superhuman.com/,,en,ECOMMERCE_MARKETPLACES,ECOMMERCE_MARKETPLACES; NEWS_POLITICS_SOCIETY,OTHER,ACTIVE,80,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,AVAILABLE,OBSERVED,UGC,DIRECT_EXTERNAL,INDEXABLE,FOLLOW,DIRECT_EXTERNAL,INDEXABLE,UNKNOWN,2026-08-27
supernovasector.rpg-board.net,https://supernovasector.rpg-board.net/,,en,GENERAL_MULTI_TOPIC,GENERAL_MULTI_TOPIC; HEALTH_MEDICINE; GAMING_ESPORTS; CREATIVE_DESIGN; NEWS_POLITICS_SOCIETY,HOBBY_COMMUNITY,DORMANT,57,Ahrefs,2026-08-26,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,
